title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,url,categoryName
Elim School,,,20 Pamo Ave,Kitwe,,ZM,,,General education school,,,,https://www.google.com/maps/search/?api=1&query=Elim%20School&query_place_id=ChIJra8Tp3PnbBkRDeJTIPmoXQI,General education school
President School Kitwe,,,37 Chibote Ave,Kitwe,,ZM,"https://web.facebook.com/presidentschoolkitwe%20,%20https://youtu.be/DWffywgi4Lk?si=sEPSg8FFjFrYubDe",+260 95 3980907,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=President%20School%20Kitwe&query_place_id=ChIJVaq7xALmbBkRxzs8p3qDi6M,Private educational institution
Mukuba Secondary School,,,55RV+P9R,Kitwe,,ZM,,+260 212 251 404,High school,,,,https://www.google.com/maps/search/?api=1&query=Mukuba%20Secondary%20School&query_place_id=ChIJv534hfDlbBkRlj39GvT2gDk,High school
Ashard Private school,,,"East Kitwe, N-12",Garneton,,ZM,,+260 96 4477792,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Ashard%20Private%20school&query_place_id=ChIJn08bNwDlbBkRvslZS6IIfHw,Private educational institution
LAD CHRISTIAN ACADEMY,,,Twashuka Dr,Kitwe,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=LAD%20CHRISTIAN%20ACADEMY&query_place_id=ChIJgb2ehAzlbBkRjz-LA4-z5dU,Primary school
Shalom Christian School,,,"6629+M6J, Kalemba Dr",Kitwe,,ZM,https://www.zambiayp.com/company/7418/Shalom_Christian_School,,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Shalom%20Christian%20School&query_place_id=ChIJ7Q8k5xHmbBkRKYevYybLsAQ,Religious school
Kitwe Boy's High School,,,6638+VPG,Kitwe,,ZM,,+260 77 3717562,High school,,,,https://www.google.com/maps/search/?api=1&query=Kitwe%20Boy's%20High%20School&query_place_id=ChIJq6qqmg3mbBkR4LS0ufb4myI,High school
Green View School,,,66CQ+2Q6,Kitwe,,ZM,https://www.greenviewschools.com/,+260 96 6784111,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Green%20View%20School&query_place_id=ChIJ-a4HvmbnbBkRws1jYCP2mJE,Primary school
Chibote Girls Secondary School,,,,Kitwe,,ZM,,,Girls' high school,,,,https://www.google.com/maps/search/?api=1&query=Chibote%20Girls%20Secondary%20School&query_place_id=ChIJ6x4xbjTkbBkRZc56Vlof7dE,Girls' high school
Nkana Academy College of Education,4.4,13,659P+XVX,Kitwe,,ZM,,,College,,,,https://www.google.com/maps/search/?api=1&query=Nkana%20Academy%20College%20of%20Education&query_place_id=ChIJL2KufPvlbBkRnIXf9BAvt88,College
UCZ University,4.7,15,659Q+F93,Kitwe,,ZM,http://www.uczuniversity.org/,+260 97 7487422,University,,,,https://www.google.com/maps/search/?api=1&query=UCZ%20University&query_place_id=ChIJlUcrDdDlbBkRvpN093wO_Og,University
Mindolo Ecumenical Foundation,3.6,11,65CP+6F4,Kitwe,,ZM,,,College,,,,https://www.google.com/maps/search/?api=1&query=Mindolo%20Ecumenical%20Foundation&query_place_id=ChIJTRUsJsrlbBkRwx-v3S5jErE,College
Kitwe College of Education,4.2,97,Mindolo Kitwe ZM,Kitwe,,ZM,http://kce.edu.zm/,+260 212 212 252,University,,,,https://www.google.com/maps/search/?api=1&query=Kitwe%20College%20of%20Education&query_place_id=ChIJEcieQ8_lbBkRREFzvex55eo,University
Wezi Christian School,,,,Solwezi,,ZM,https://wezichristianschool.com/,+260 96 5323020,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Wezi%20Christian%20School&query_place_id=ChIJ4bba3swqbhkRvpdNHye177U,Combined primary and secondary school
GILGAL CHRISTIAN ACADEMY PVT SCHOOL,,,VC2P+54M,Solwezi,,ZM,,+260 97 8046870,Parochial school,,,,https://www.google.com/maps/search/?api=1&query=GILGAL%20CHRISTIAN%20ACADEMY%20PVT%20SCHOOL&query_place_id=ChIJj9x52q3VcRkRb48ivIHdl-c,Parochial school
sansamukeni private school,,,630m Clinv 2 Road,Chililabombwe,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=sansamukeni%20private%20school&query_place_id=ChIJAdEUFnejbRkRHVF9FId1kYA,Private educational institution
Victor's christian school,,,RC6G+WPW Victor's christian school,Solwezi,,ZM,,+260 76 0146205,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Victor's%20christian%20school&query_place_id=ChIJyR-6bh4rbhkR5LJyQ4KOqQU,Primary school
Fair Haven Upper School,,,,Chingola,,ZM,,+260 76 1299991,General education school,School,,,https://www.google.com/maps/search/?api=1&query=Fair%20Haven%20Upper%20School&query_place_id=ChIJz5R1oL6pbRkR0g_rJwzlLnE,General education school
Joseph Medardo Cardinal Mazombwe Private School,,,Mpezeni Rd,Chingola,,ZM,,,Parochial school,,,,https://www.google.com/maps/search/?api=1&query=Joseph%20Medardo%20Cardinal%20Mazombwe%20Private%20School&query_place_id=ChIJ_VBFfwqpbRkRNfghoD-6gUw,Parochial school
Simba International School,,,RCQ8+9P5,Solwezi,,ZM,,+260 96 1188683,International school,,,,https://www.google.com/maps/search/?api=1&query=Simba%20International%20School&query_place_id=ChIJjxrF8LIqcBkRRkUXfVszNvU,International school
Yadah Christian School,,,Plot 1234 Mushitala Lane,Solwezi,,ZM,,+260 218 821 276,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Yadah%20Christian%20School&query_place_id=ChIJw6bRIPArcBkRoxT1LRv3TKk,Religious school
Naboonga Secondary School,,,FV6H+3GG,Chingola,,ZM,,+260 96 9328764,Public educational institution,,,,https://www.google.com/maps/search/?api=1&query=Naboonga%20Secondary%20School&query_place_id=ChIJx-c45V-obRkRshqSG9JKelo,Public educational institution
School,,,5252 kaminda drive,Kitwe,,ZM,,+260 96 6742778,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=School&query_place_id=ChIJr-oXainnbBkR2Ok0N39SWco,Private educational institution
Riverside extension primary,,,669R+CX4,Kitwe,,ZM,,+260 76 7667834,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Riverside%20extension%20primary&query_place_id=ChIJqaIuC0_mbBkRpE4dwj5OuM0,Primary school
Nkana School Of Business & Health Sciences,3.3,3,2507 Kwacha East,Kitwe,,ZM,,+260 97 5337120,Private college,College,,,https://www.google.com/maps/search/?api=1&query=Nkana%20School%20Of%20Business%20%26%20Health%20Sciences&query_place_id=ChIJw3_lMkznbBkRt_ycJfT6UjM,Private college
Elite Trust School,5,1,"Richmond Garden, 183",Kitwe,,ZM,,+260 96 6026250,Education center,,,,https://www.google.com/maps/search/?api=1&query=Elite%20Trust%20School&query_place_id=ChIJH3fkVeXnbBkRY8vmzJdfzME,Education center
Faith Christian Trust Academy,,,56XW+X58,Kitwe,,ZM,,,Parochial school,,,,https://www.google.com/maps/search/?api=1&query=Faith%20Christian%20Trust%20Academy&query_place_id=ChIJH4X26VTnbBkRGL10Fnmfv9I,Parochial school
Mopani Copper Mines Nkana Secondary School,,,"Twenty Sixth and, 27th Ave",Kitwe,,ZM,,+260 212 222 465,Combined primary and secondary school,ICSE school,,,https://www.google.com/maps/search/?api=1&query=Mopani%20Copper%20Mines%20Nkana%20Secondary%20School&query_place_id=ChIJHc1jcYfobBkR4ZdWwj11xt4,Combined primary and secondary school
Mpelembe Secondary School,,,57M3+2HH,Kitwe,,ZM,https://mpelembe.edu.zm/,+260 212 223 400,High school,,,,https://www.google.com/maps/search/?api=1&query=Mpelembe%20Secondary%20School&query_place_id=ChIJVXNt_4fobBkRyWbpgmew5sc,High school
Central Africa Baptist University,4.6,25,6651 Jambo Dr,Kitwe,,ZM,http://www.cabuniversity.com/,+260 97 7415011,University,,,,https://www.google.com/maps/search/?api=1&query=Central%20Africa%20Baptist%20University&query_place_id=ChIJVTF6iS_mbBkRgi_b2TAP73c,University
Ndeke Secondary School,,,46XV+247,Kitwe,,ZM,,,High school,,,,https://www.google.com/maps/search/?api=1&query=Ndeke%20Secondary%20School&query_place_id=ChIJfRztlALpbBkRV1yc2f5slkQ,High school
Butotelo Primary School,,,Butelo,Kitwe,,ZM,,+260 96 9689328,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Butotelo%20Primary%20School&query_place_id=ChIJlWckVRbpbBkRFN3F3z8NCoA,Primary school
Sharai School,,,47F7+2GM,Kitwe,,ZM,,+260 96 1716887,General education school,,,,https://www.google.com/maps/search/?api=1&query=Sharai%20School&query_place_id=ChIJNcGIKATpbBkR8zI6w6e3Zkg,General education school
Cicina School,,,565M+W7G,Kitwe,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Cicina%20School&query_place_id=ChIJl0ww3OLpbBkR0EZCy6hdYQI,Primary school
"Dayspring Academy, Kitwe",,,Plot 26 12th Avenue,Kitwe,,ZM,https://www.dayspringacademyschool.com/,+260 96 3490489,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Dayspring%20Academy%2C%20Kitwe&query_place_id=ChIJgTXe1C_pbBkRNK_vQlVNQLk,Primary school
Highland Primary & Secondary School,,,Nkana East,Kitwe,,ZM,https://www.yellowpages.co.zm/zambia-business/5953331/S0139E/schools/schools/highland-primary-secondary-school,+260 95 5464825,Combined primary and secondary school,,,,https://www.google.com/maps/search/?api=1&query=Highland%20Primary%20%26%20Secondary%20School&query_place_id=ChIJj0IlTpbobBkR-bdSdWWDiuQ,Combined primary and secondary school
St John's Convent Primary School,,,Lumumba Rd,Kitwe,,ZM,,+260 96 8600921,Primary school,,,,https://www.google.com/maps/search/?api=1&query=St%20John's%20Convent%20Primary%20School&query_place_id=ChIJ88Du1qfobBkRdx0Uy9JDfkc,Primary school
Parklands Pre School,5,2,56X8+GG3,Kitwe,,ZM,,+260 212 226 735,Preschool,,,,https://www.google.com/maps/search/?api=1&query=Parklands%20Pre%20School&query_place_id=ChIJK7PE-L7nbBkR5OGFVG9JUvU,Preschool
Stream Fountain Trust School,,,CRVV+W7F,Chingola,,ZM,,+260 96 7120178,General education school,,,,https://www.google.com/maps/search/?api=1&query=Stream%20Fountain%20Trust%20School&query_place_id=ChIJydbnCkSpbRkRdr3A-T-qQcM,General education school
Tamita Christian Academy,,,Helen Kaunda St,Chingola,,ZM,,+260 96 8919069,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Tamita%20Christian%20Academy&query_place_id=ChIJ4YVpHPqpbRkR20QJwvPeFwg,Religious school
Chikola Secondary School,,,CRVV+7C9,Chingola,,ZM,,,High school,,,,https://www.google.com/maps/search/?api=1&query=Chikola%20Secondary%20School&query_place_id=ChIJAQAAcNqobRkRiZyoXM129xc,High school
Daisy Duck School,,,FV39+XPX,Chingola,,ZM,,,General education school,,,,https://www.google.com/maps/search/?api=1&query=Daisy%20Duck%20School&query_place_id=ChIJC2ZPhzSpbRkRiLvtGXXgLM8,General education school
Ipalo Christian School,,,Kasompe Rd,Chingola,,ZM,http://zambiaschild.ngo/,,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Ipalo%20Christian%20School&query_place_id=ChIJx5SxnYSpbRkRmuUO7yP25SI,Religious school
Fair Haven Nursery School,4.7,6,12th St,Chingola,,ZM,,+260 76 0934343,Nursery school,,,,https://www.google.com/maps/search/?api=1&query=Fair%20Haven%20Nursery%20School&query_place_id=ChIJN0J0V-2obRkR9XJUEmmINFg,Nursery school
Nchanga Trust School,,,FV66+4M5,Chingola,,ZM,,,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Nchanga%20Trust%20School&query_place_id=ChIJW-r3apOobRkRdkne0klYL4w,Secondary school
Convent Primary School,,,"Convent Primary School, T3",Chingola,,ZM,,,Parochial school,,,,https://www.google.com/maps/search/?api=1&query=Convent%20Primary%20School&query_place_id=ChIJQbnHee-obRkRjLM8LtMSyx4,Parochial school
Symic International Academy,,,FVHJ+33Q,Chingola,,ZM,,+260 97 8331000,General education school,,,,https://www.google.com/maps/search/?api=1&query=Symic%20International%20Academy&query_place_id=ChIJr9HYZ36obRkRTfZi0Yk8exU,General education school
Nchanga Secondary School,,,Camp Dr,Chingola,,ZM,,,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Nchanga%20Secondary%20School&query_place_id=ChIJe_TlN2OobRkRtQ-2tRmzMhc,Secondary school
Chingola jacaranda,,,CVW8+JF,Chingola,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Chingola%20jacaranda&query_place_id=ChIJXevCB4ypbRkRf4V5crRkUrU,Primary school
Nchanga school of nursing,,,FV53+6R4,Chingola,,ZM,,+260 76 7220641,College,,,,https://www.google.com/maps/search/?api=1&query=Nchanga%20school%20of%20nursing&query_place_id=ChIJZQIL5japbRkRTRqIXub96JI,College
Don Bosco Skills Training Centre,4.5,12,CVRC+PPQ,Chingola,,ZM,,+260 212 312 570,Vocational school,,,,https://www.google.com/maps/search/?api=1&query=Don%20Bosco%20Skills%20Training%20Centre&query_place_id=ChIJM4zEnv6obRkR3r95_YWMFEs,Vocational school
Chingola Trust School.,,,"Chingola Trust School, 10th St",Chingola,,ZM,,,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Chingola%20Trust%20School.&query_place_id=ChIJ80GzLZWobRkRgvYFPnDq054,Secondary school
Chingola High School,,,"CVX7+6V5, Freedom Avenue",Chingola,,ZM,,,High school,,,,https://www.google.com/maps/search/?api=1&query=Chingola%20High%20School&query_place_id=ChIJMxdj-YGpbRkRzgkALiaWqUo,High school
SEKELA SECONDARY SCHOOL,,,P.O.BOX 10534,Chingola,,ZM,,,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=SEKELA%20SECONDARY%20SCHOOL&query_place_id=ChIJ-cdNKoSobRkRykdD-UoTxvE,Secondary school
Fleetliners Driving School Limited,,,"ZAMIM college, Chingola Campus, 2nd St",Chingola,,ZM,,+260 95 5726868,Driving school,,,,https://www.google.com/maps/search/?api=1&query=Fleetliners%20Driving%20School%20Limited&query_place_id=ChIJK-k1nNipbRkRrOWaXPbYy5Q,Driving school
Kabundi Secondary School,,,"FV9R+889, Ishoro St",Chingola,,ZM,,,High school,,,,https://www.google.com/maps/search/?api=1&query=Kabundi%20Secondary%20School&query_place_id=ChIJq6qqRm-obRkRbRMrB4t-F9E,High school
Ibute Tutu Driving School,5,2,Kabundi Rd,Chingola,,ZM,,+260 96 9716368,Drivers license training school,,,,https://www.google.com/maps/search/?api=1&query=Ibute%20Tutu%20Driving%20School&query_place_id=ChIJAbRj7-2obRkRrVwv6hXZIf4,Drivers license training school
Heroes Christian Academy,,,"V V 1, LL2, Mukuba road, Lunda Rd",Kitwe,,ZM,,+260 97 5432666,Parochial school,,,,https://www.google.com/maps/search/?api=1&query=Heroes%20Christian%20Academy&query_place_id=ChIJcX6F15zlbBkRL00l4D14N_U,Parochial school
Saint Marcellins Secondary School,,,44V9+2RX,Kitwe,,ZM,http://www.champagnat.org/,+260 77 6251895,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Saint%20Marcellins%20Secondary%20School&query_place_id=ChIJywKywtDvbBkRYNV61gqrqnk,Religious school
Jack Christian Academy,,,27 Kanyanta Ave,Kitwe,,ZM,https://jackchristianacademy.my.canva.site/jack-academy,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Jack%20Christian%20Academy&query_place_id=ChIJnxN9qKnobBkRKXuvT4ylYTo,Primary school
Esmores private school,,,"535X+74P, Zambezi Street",Kalulushi,,ZM,,+260 96 8496933,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Esmores%20private%20school&query_place_id=ChIJa5iq9zPxbBkRYGIxBUUtBD4,Primary school
Third-day private school,,,"Micheal sata street, 2430",Kalulushi,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Third-day%20private%20school&query_place_id=ChIJvVStD8fxbBkRwbc3UqPqmMA,Private educational institution
Kitwe Trades School,3.9,31,M18,Kitwe,,ZM,,+260 212 355 355,Training center,,,,https://www.google.com/maps/search/?api=1&query=Kitwe%20Trades%20School&query_place_id=ChIJnYxwq1XvbBkRb6NGy3_vQYs,Training center
YMCA College Kitwe,,,21229 Mutuka Avenue,Kitwe,,ZM,,+260 76 5555333,College,,,,https://www.google.com/maps/search/?api=1&query=YMCA%20College%20Kitwe&query_place_id=ChIJ-UfXh5DpbBkRZSOjOsRtdPU,College
Fast Link Driving School,2.8,5,"No. 14, Kantanta St",Kitwe,,ZM,,+260 96 6882135,Driving school,,,,https://www.google.com/maps/search/?api=1&query=Fast%20Link%20Driving%20School&query_place_id=ChIJxcwVVK7pbBkR1i9PdkzEqrI,Driving school
Nkana East,4.3,12,56G9+Q27,Kitwe,,ZM,,+260 96 6261058,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Nkana%20East&query_place_id=ChIJdw0XZSLpbBkR9tbN4JyhBlE,Educational institution
ZIBSIP COLLEGE,3.9,65,Plot 658 Kantanta St,Kitwe,,ZM,http://www.zibsip.co.zm/,+260 97 7779135,College,,,,https://www.google.com/maps/search/?api=1&query=ZIBSIP%20COLLEGE&query_place_id=ChIJk2oiW67obBkRbHMMmehNS_w,College
Kampemba Primary School,,,66J4+84P,Kitwe,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Kampemba%20Primary%20School&query_place_id=ChIJ____cCrkbBkRz8D24_xiSzg,Primary school
RUSANGU UNIVERSITY,4.1,34,"56H7+PPG, T3",Kitwe,,ZM,http://www.ru.edu.zm/,,University,,,,https://www.google.com/maps/search/?api=1&query=RUSANGU%20UNIVERSITY&query_place_id=ChIJQSS6pnDmbBkRxNlN48L-N1o,University
Parklands Secondary School,,,Lumumba Rd,Kitwe,,ZM,,+260 212 220 222,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Parklands%20Secondary%20School&query_place_id=ChIJf2Y43UHnbBkRvS2O0y4djEk,Secondary school
Kitwe College of Nursing and Midwifery,4.6,9,Kuomboka Dr,Kitwe,,ZM,,+260 95 5555685,Nursing school,,,,https://www.google.com/maps/search/?api=1&query=Kitwe%20College%20of%20Nursing%20and%20Midwifery&query_place_id=ChIJpeKdMMTnbBkRGMH6juiqI_s,Nursing school
Unza kitwe,3,2,,Kitwe,,ZM,,+260 96 4814546,University,,,,https://www.google.com/maps/search/?api=1&query=Unza%20kitwe&query_place_id=ChIJLaNF6B3pbBkROaUrbEGwTFw,University
Lifeworx Driving School and Car Hire,3.5,10,Central St,Kitwe,,ZM,,+260 77 6929133,Driving school,Car leasing service,,,https://www.google.com/maps/search/?api=1&query=Lifeworx%20Driving%20School%20and%20Car%20Hire&query_place_id=ChIJ60jHnpjobBkR5m0sLoKfPRY,Driving school
Kasama Girls' Secondary School,,,"410198, Mungwi road",Kasama,,ZM,,+260 97 7701167,Girls' high school,,,,https://www.google.com/maps/search/?api=1&query=Kasama%20Girls'%20Secondary%20School&query_place_id=ChIJm3XfcyjGCBkRGbq5ZFfFB0A,Girls' high school
Kennymorris private school,,,Q5HQ+H8P Chiba modern,Kasama,,ZM,https://kennymorrispreschool.com/,+260 97 4683848,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=Kennymorris%20private%20school&query_place_id=ChIJb9XUpp3JCBkRcnnLJ2_b1DM,Educational institution
Kasama Boys Secondary School,,,"town center, Luwingu Rd",Kasama,,ZM,,+260 95 1597934,Boys' high school,,,,https://www.google.com/maps/search/?api=1&query=Kasama%20Boys%20Secondary%20School&query_place_id=ChIJKdXRNgHGCBkRupTlW_hQfkE,Boys' high school
Kasama College Of Education,4.2,69,"Q5FX+FRQ, Unnamed Road",Kasama,,ZM,,+260 96 7815214,College,,,,https://www.google.com/maps/search/?api=1&query=Kasama%20College%20Of%20Education&query_place_id=ChIJS3fmr1TPCBkR0Z2hok6xFvk,College
Ndola Trust School,,,,Ndola,,ZM,,+260 96 5224950,General education school,,,,https://www.google.com/maps/search/?api=1&query=Ndola%20Trust%20School&query_place_id=ChIJ65jB7K61bBkR3i0XP_sgDec,General education school
Bricclam Private School,,,Off Mango St,Ndola,,ZM,http://www.bricclam.com/,+260 97 4035410,Primary school,Preschool,,,https://www.google.com/maps/search/?api=1&query=Bricclam%20Private%20School&query_place_id=ChIJg56Z617LbBkROkm2e_Bz_M8,Primary school
Proficiency Academy private school,,,2J6G+795,Ndola,,ZM,,,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Proficiency%20Academy%20private%20school&query_place_id=ChIJ-WeZ6pC1bBkRQpa1F1euVok,Elementary school
Northrise University,4.2,98,,,,ZM,https://northrise.edu.zm/,+260 212 622 195,University,,,,https://www.google.com/maps/search/?api=1&query=Northrise%20University&query_place_id=ChIJh4NL9d-0bBkR0AoK3n8rVDk,University
Goodnews Christian school Mitengo,,,3H6W+7J,Ndola,,ZM,,,Elementary school,,,,https://www.google.com/maps/search/?api=1&query=Goodnews%20Christian%20school%20Mitengo&query_place_id=ChIJ_dQvBFa1bBkRS-jguYZkfHY,Elementary school
Sky-Set Private School,,,6677 Chiwala Rd,Ndola,,ZM,,+260 97 8551123,Parochial school,,,,https://www.google.com/maps/search/?api=1&query=Sky-Set%20Private%20School&query_place_id=ChIJF0ak4LK1bBkRc2Yo0oHqFGw,Parochial school
Lovely Smile Christian School,,,2J99+65Q,Ndola,,ZM,,+260 96 6906415,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Lovely%20Smile%20Christian%20School&query_place_id=ChIJiTwO1k-1bBkRZNYt-zVAuxM,Primary school
Copperbelt University School of Medicine,4,35,,Ndola,,ZM,https://www.cbu.ac.zm/schoolsAndUnits/schoolofmedicine/,,Medical school,,,,https://www.google.com/maps/search/?api=1&query=Copperbelt%20University%20School%20of%20Medicine&query_place_id=ChIJ8dlqqlK0bBkRephgi3s7zyE,Medical school
NDOLA FIRST STEPS SCHOOLS,4.7,3,33 Kabelenga Ave,Ndola,,ZM,,+260 97 7638411,School,Educational institution,,,https://www.google.com/maps/search/?api=1&query=NDOLA%20FIRST%20STEPS%20SCHOOLS&query_place_id=ChIJOcAHbL21bBkRTmtqtxjqC24,School
KANALA PRIVATE SCHOOL,,,Off Chirundu Rd,Ndola,,ZM,,+260 96 4025276,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=KANALA%20PRIVATE%20SCHOOL&query_place_id=ChIJlfyVJPezbBkRmEWq2xbNS64,Private educational institution
Franciscan Convent School,,,"3J27+8CJ, Mitengo",Ndola,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Franciscan%20Convent%20School&query_place_id=ChIJV22mfkC1bBkR_1QIvS7XJ4k,Primary school
Marem private school,,,"3JCX+749, Misundu St",Ndola,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Marem%20private%20school&query_place_id=ChIJua2umrG1bBkRuChvqea5lNM,Private educational institution
Dominican Convent Secondary School,,,Broadway,Ndola,,ZM,,+260 212 613 836,Girls' high school,,,,https://www.google.com/maps/search/?api=1&query=Dominican%20Convent%20Secondary%20School&query_place_id=ChIJH1n0Wx21bBkRJBVH2kaRTZQ,Girls' high school
Graceland School,,,3J8G+RM2,Ndola,,ZM,,+260 212 645 030,General education school,,,,https://www.google.com/maps/search/?api=1&query=Graceland%20School&query_place_id=ChIJ9xgHiH-1bBkRLsNaNK37sMk,General education school
Premier ladybird learning centre ndola,4.5,4,2J99+VMV,Ndola,,ZM,https://www.premierladybird.edu.zm/,+260 97 1689132,Kindergarten,,,,https://www.google.com/maps/search/?api=1&query=Premier%20ladybird%20learning%20centre%20ndola&query_place_id=ChIJzWbQHW21bBkR2OUEQdtRJQw,Kindergarten
Mechanics for Africa,4.3,4,14 Monkey Fountain Rd,Ndola,,ZM,https://mechanicsforafrica.com/,+260 96 7414175,Vocational school,,,,https://www.google.com/maps/search/?api=1&query=Mechanics%20for%20Africa&query_place_id=ChIJOzU1W7m1bBkRe7lU8y1kMhA,Vocational school
Young Kids Private School,,,Nyati Ave,Ndola,,ZM,,,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Young%20Kids%20Private%20School&query_place_id=ChIJN_Ym2ze1bBkRBSBV7R1DS0g,Primary school
Wisdom Christian School,,,XHWR+6F6,Ndola,,ZM,,+260 97 7127404,Religious school,,,,https://www.google.com/maps/search/?api=1&query=Wisdom%20Christian%20School&query_place_id=ChIJk0ICdBq0bBkRUP-Q6-QqyWc,Religious school
Higher calling private School,,,"New Mushili, 3007 Mindolo Rd",Ndola,,ZM,,+260 97 8016069,Primary school,,,,https://www.google.com/maps/search/?api=1&query=Higher%20calling%20private%20School&query_place_id=ChIJCcy6xW6zbBkRVYJBvGoeD7o,Primary school
Simba School,,,2J5X+2J5,Ndola,,ZM,http://www.simba.sch.zm/,+260 212 615 821,International school,,,,https://www.google.com/maps/search/?api=1&query=Simba%20School&query_place_id=ChIJ6RPQcJW0bBkRa6GvhbryVEI,International school
Leadway Primary School,5,3,21 Cross Cres,Ndola,,ZM,https://leadwayprimaryschool.com/,+260 76 7295558,Learning center,,,,https://www.google.com/maps/search/?api=1&query=Leadway%20Primary%20School&query_place_id=ChIJ5U0a6Wy1bBkRRjuMfaQkmhg,Learning center
Kanini Secondary School,,,"2JCM+679, Independence Way",Ndola,,ZM,,+260 96 3881742,Secondary school,Primary school,,,https://www.google.com/maps/search/?api=1&query=Kanini%20Secondary%20School&query_place_id=ChIJ4dfxNPq0bBkRxNDjO36uMQw,Secondary school
Simba International School Pool,4.1,40,"2J5X+PVH, Hammarskjoeld Dr",Ndola,,ZM,https://www.simba.sch.zm/,,Swimming pool,,,,https://www.google.com/maps/search/?api=1&query=Simba%20International%20School%20Pool&query_place_id=ChIJqUU49pW0bBkRJiam-OzrI0g,Swimming pool
Muzi Secondary School,,,XJHQ+37C,Ndola,,ZM,,+260 96 1844425,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Muzi%20Secondary%20School&query_place_id=ChIJPzxLs3qzbBkR8jfyTqAWn8k,Secondary school
Freedom Way,,,2JJ9+HR7,Ndola,,ZM,,,Housing complex,,,,https://www.google.com/maps/search/?api=1&query=Freedom%20Way&query_place_id=ChIJO4FX9Am1bBkRZ1GqFi3Jatg,Housing complex
ST.Martha,5,5,"2JPM+P8G, Kabinga Ave",Ndola,,ZM,,+260 97 4733538,Educational institution,,,,https://www.google.com/maps/search/?api=1&query=ST.Martha&query_place_id=ChIJ1wSUtzO1bBkRXONuPE88uSg,Educational institution
Sacred Heart Convent School,,,FWJR+MV6,Chingola,,ZM,,,Catholic school,,,,https://www.google.com/maps/search/?api=1&query=Sacred%20Heart%20Convent%20School&query_place_id=ChIJM6KvsYYHbRkR1VPCS6uQFos,Catholic school
Kansenshi Secondary School,,,"2JXJ+M3J, Kwacha Rd",Ndola,,ZM,,,High school,Herb shop,,,https://www.google.com/maps/search/?api=1&query=Kansenshi%20Secondary%20School&query_place_id=ChIJ8VuL1HS1bBkR_6liwS2vv5M,High school
Temweni Secondary School,,,3J76+FRP,Ndola,,ZM,,+260 76 0493828,Secondary school,,,,https://www.google.com/maps/search/?api=1&query=Temweni%20Secondary%20School&query_place_id=ChIJIZ2144i1bBkRQL_LzGecyxQ,Secondary school
Natasha Private School Location 2 (Preschool),5,1,VCC7+H3H,Luanshya,,ZM,,,Preschool,,,,https://www.google.com/maps/search/?api=1&query=Natasha%20Private%20School%20Location%202%20(Preschool)&query_place_id=ChIJnd1UzjOlbBkRuDvMYhEqIRM,Preschool
Pigeon House Private School,,,VC48+HGR,Luanshya,,ZM,,,Private educational institution,,,,https://www.google.com/maps/search/?api=1&query=Pigeon%20House%20Private%20School&query_place_id=ChIJZRJOE5-lbBkRoqc7718gaN4,Private educational institution
